"bps_model_id","class","symbol","scientific_name","common_name","canopy_position"
"10190_6_7_9_12_16_17_18_19","C","PIMO","Pinus monophylla","Singleleaf pinyon","Upper"
"10190_6_7_9_12_16_17_18_19","C","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10190_6_7_9_12_16_17_18_19","C","CELE3","Cercocarpus ledifolius","curl-leaf mountain mahogany","Middle"
"10190_6_7_9_12_16_17_18_19","C","ARTEM","Artemisia","Sagebrush","Middle"
"10190_6_7_9_12_16_17_18_19","D","PIMO","Pinus monophylla","Singleleaf pinyon","Upper"
"10190_6_7_9_12_16_17_18_19","D","JUOS","Juniperus osteosperma","Utah juniper","Upper"
"10190_6_7_9_12_16_17_18_19","D","CELE3","Cercocarpus ledifolius","curl-leaf mountain mahogany","Mid-Upper"
"10190_6_7_9_12_16_17_18_19","D","ARTEM","Artemisia","Sagebrush","Lower"
"10200_13","A","PILO","Pinus longaeva","Great basin bristlecone pine","All"
"10200_13","A","PIFL2","Pinus flexilis","Limber pine","All"
"10200_13","A","ARTR2","Artemisia tridentata","Big sagebrush","Low-Mid"
"10200_13","A","ARAR8","Artemisia arbuscula","Little sagebrush","Lower"
"10200_13","B","PILO","Pinus longaeva","Great basin bristlecone pine","Upper"
"10200_13","B","PIFL2","Pinus flexilis","Limber pine","Upper"
"10200_13","B","ARTR2","Artemisia tridentata","Big sagebrush","Low-Mid"
"10200_13","B","ARAR8","Artemisia arbuscula","Little sagebrush","Lower"
"10200_13","C","PILO","Pinus longaeva","Great basin bristlecone pine","Upper"
"10200_13","C","PIFL2","Pinus flexilis","Limber pine","Upper"
"10200_13","C","ARTR2","Artemisia tridentata","Big sagebrush","Low-Mid"
"10200_13","C","ARAR8","Artemisia arbuscula","Little sagebrush","Lower"
"10200_6_9_12_17","A","PILO","Pinus longaeva","Great basin bristlecone pine","All"
"10200_6_9_12_17","A","PIFL2","Pinus flexilis","Limber pine","All"
"10200_6_9_12_17","B","PILO","Pinus longaeva","Great basin bristlecone pine","Upper"
"10200_6_9_12_17","B","PIFL2","Pinus flexilis","Limber pine","Upper"
"10200_6_9_12_17","C","PILO","Pinus longaeva","Great basin bristlecone pine","Upper"
"10200_6_9_12_17","C","PIFL2","Pinus flexilis","Limber pine","Upper"
"10210_2_3_6_7","A","LIDE3","Lithocarpus densiflorus","Tanoak","All"
"10210_2_3_6_7","A","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10210_2_3_6_7","A","CADE27","Calocedrus decurrens","Incense cedar","All"
"10210_2_3_6_7","A","QUCH2","Quercus chrysolepis","Canyon live oak","All"
"10210_2_3_6_7","B","LIDE3","Lithocarpus densiflorus","Tanoak","Low-Mid"
"10210_2_3_6_7","B","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10210_2_3_6_7","B","CADE27","Calocedrus decurrens","Incense cedar","All"
"10210_2_3_6_7","B","QUCH2","Quercus chrysolepis","Canyon live oak","Low-Mid"
"10210_2_3_6_7","C","LIDE3","Lithocarpus densiflorus","Tanoak","Low-Mid"
"10210_2_3_6_7","C","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10210_2_3_6_7","C","CADE27","Calocedrus decurrens","Incense cedar","All"
"10210_2_3_6_7","C","QUCH2","Quercus chrysolepis","Canyon live oak","Low-Mid"
"10210_2_3_6_7","D","LIDE3","Lithocarpus densiflorus","Tanoak","Low-Mid"
"10210_2_3_6_7","D","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10210_2_3_6_7","D","CADE27","Calocedrus decurrens","Incense cedar","All"
"10210_2_3_6_7","D","QUCH2","Quercus chrysolepis","Canyon live oak","Low-Mid"
"10210_2_3_6_7","E","LIDE3","Lithocarpus densiflorus","Tanoak","Low-Mid"
"10210_2_3_6_7","E","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10210_2_3_6_7","E","CADE27","Calocedrus decurrens","Incense cedar","All"
"10210_2_3_6_7","E","QUCH2","Quercus chrysolepis","Canyon live oak","Low-Mid"
"10220_2_3_6_7","A","LIDE3","Lithocarpus densiflorus","Tanoak","All"
"10220_2_3_6_7","A","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10220_2_3_6_7","A","CADE27","Calocedrus decurrens","Incense cedar","All"
"10220_2_3_6_7","A","QUCH2","Quercus chrysolepis","Canyon live oak","All"
"10220_2_3_6_7","B","LIDE3","Lithocarpus densiflorus","Tanoak","Low-Mid"
"10220_2_3_6_7","B","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10220_2_3_6_7","B","CADE27","Calocedrus decurrens","Incense cedar","All"
"10220_2_3_6_7","B","QUCH2","Quercus chrysolepis","Canyon live oak","Low-Mid"
"10220_2_3_6_7","C","LIDE3","Lithocarpus densiflorus","Tanoak","Low-Mid"
"10220_2_3_6_7","C","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10220_2_3_6_7","C","CADE27","Calocedrus decurrens","Incense cedar","All"
"10220_2_3_6_7","C","QUCH2","Quercus chrysolepis","Canyon live oak","Low-Mid"
"10220_2_3_6_7","D","LIDE3","Lithocarpus densiflorus","Tanoak","Low-Mid"
"10220_2_3_6_7","D","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10220_2_3_6_7","D","CADE27","Calocedrus decurrens","Incense cedar","All"
"10220_2_3_6_7","D","QUCH2","Quercus chrysolepis","Canyon live oak","Low-Mid"
"10220_2_3_6_7","E","LIDE3","Lithocarpus densiflorus","Tanoak","Low-Mid"
"10220_2_3_6_7","E","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10220_2_3_6_7","E","CADE27","Calocedrus decurrens","Incense cedar","All"
"10220_2_3_6_7","E","QUCH2","Quercus chrysolepis","Canyon live oak","Low-Mid"
"10230_14_15_24_25","A","MUHLE","Muhlenbergia","Muhly","Lower"
"10230_14_15_24_25","A","BOUTE","Bouteloua","Grama","Lower"
"10230_14_15_24_25","A","QUEM","Quercus emoryi","Emory oak","Upper"
"10230_14_15_24_25","A","JUDE2","Juniperus deppeana","Alligator juniper","Upper"
"10230_14_15_24_25","B","JUDE2","Juniperus deppeana","Alligator juniper","Mid-Upper"
"10230_14_15_24_25","B","QUEM","Quercus emoryi","Emory oak","Upper"
"10230_14_15_24_25","B","MUHLE","Muhlenbergia","Muhly","Lower"
"10230_14_15_24_25","C","MUHLE","Muhlenbergia","Muhly","Lower"
"10230_14_15_24_25","C","JUDE2","Juniperus deppeana","Alligator juniper","Mid-Upper"
"10230_14_15_24_25","C","QUEM","Quercus emoryi","Emory oak","Upper"
"10230_14_15_24_25","D","MUHLE","Muhlenbergia","Muhly","Lower"
"10230_14_15_24_25","D","JUDE2","Juniperus deppeana","Alligator juniper","Upper"
"10230_14_15_24_25","D","QUEM","Quercus emoryi","Emory oak","Upper"
"10240_14_15_24","A","MUHLE","Muhlenbergia","Muhly","Lower"
"10240_14_15_24","A","BOUTE","Bouteloua","Grama","Lower"
"10240_14_15_24","A","QUEM","Quercus emoryi","Emory oak","Upper"
"10240_14_15_24","A","JUDE2","Juniperus deppeana","Alligator juniper","Upper"
"10240_14_15_24","B","JUDE2","Juniperus deppeana","Alligator juniper","Mid-Upper"
"10240_14_15_24","B","QUEM","Quercus emoryi","Emory oak","Upper"
"10240_14_15_24","B","MUHLE","Muhlenbergia","Muhly","Lower"
"10240_14_15_24","C","MUHLE","Muhlenbergia","Muhly","Lower"
"10240_14_15_24","C","JUDE2","Juniperus deppeana","Alligator juniper","Mid-Upper"
"10240_14_15_24","C","QUEM","Quercus emoryi","Emory oak","Upper"
"10240_14_15_24","D","MUHLE","Muhlenbergia","Muhly","Lower"
"10240_14_15_24","D","JUDE2","Juniperus deppeana","Alligator juniper","Upper"
"10240_14_15_24","D","QUEM","Quercus emoryi","Emory oak","Upper"
"10240_25_27","A","MUHLE","Muhlenbergia","Muhly","Lower"
"10240_25_27","A","BOUTE","Bouteloua","Grama","Lower"
"10240_25_27","A","QUAR","Quercus arizonica","Arizona white oak","Upper"
"10240_25_27","A","QUEM","Quercus emoryi","Emory oak","Upper"
"10240_25_27","B","QUEM","Quercus emoryi","Emory oak","Low-Mid"
"10240_25_27","B","QUAR","Quercus arizonica","Arizona white oak","Low-Mid"
"10240_25_27","B","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"10240_25_27","B","PIAR5","Pinus arizonica","Arizona pine","Upper"
"10240_25_27","C","QUEM","Quercus emoryi","Emory oak","Middle"
"10240_25_27","C","QUAR","Quercus arizonica","Arizona white oak","Middle"
"10240_25_27","C","MUHLE","Muhlenbergia","Muhly","Lower"
"10240_25_27","C","PIAR5","Pinus arizonica","Arizona pine","Upper"
"10240_25_27","D","PIAR5","Pinus arizonica","Arizona pine","Upper"
"10240_25_27","D","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"10240_25_27","D","PIST3","Pinus strobiformis","Southwestern white pine","Upper"
"10240_25_27","D","QUEM","Quercus emoryi","Emory oak","Lower"
"10240_26","A","MUHLE","Muhlenbergia","Muhly","Upper"
"10240_26","A","BOUTE","Bouteloua","Gramma","Upper"
"10240_26","A","QUERC","Quercus","Oak","Upper"
"10240_26","A","JUDE2","Juniperus deppeana","Alligator juniper","Upper"
"10240_26","B","JUDE2","Juniperus deppeana","Alligator juniper","Upper"
"10240_26","B","QUERC","Quercus","Oak","Upper"
"10240_26","B","PICE","Pinus cembroides","Mexican pinyon","Lower"
"10240_26","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10240_26","C","QUERC","Quercus","Oak","Middle"
"10240_26","C","JUDE2","Juniperus deppeana","Alligator juniper","Upper"
"10240_26","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10240_26","C","BOCU","Bouteloua curtipendula","Sideoats grama","Lower"
"10250_14_15_24_25_26","A","BOCU","Bouteloua curtipendula","Sideoats grama","Upper"
"10250_14_15_24_25_26","A","BOBA3","Bothriochloa barbinodis","Cane bluestem","Upper"
"10250_14_15_24_25_26","A","MUCA2","Muhlenbergia capillaris","hairawn muhly","Upper"
"10250_14_15_24_25_26","A","QUGR3","Quercus grisea emoryi","Gray  oak","Mid-Upper"
"10250_14_15_24_25_26","A","QUAR","Quercus arizonica","Arizona white oak",""
"10250_14_15_24_25_26","A","QUEM","Quercus  emoryi","Emory oak",""
"10250_14_15_24_25_26","B","JUDE","Juncus debilis","Weak rush","Upper"
"10250_14_15_24_25_26","B","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10250_14_15_24_25_26","B","QUAR","Quercus arizonica","Arizona white oak","Upper"
"10250_14_15_24_25_26","B","QUEM","Quercus emoryi","Emory oak","Upper"
"10250_14_15_24_25_26","C","JUDE","Juncus debilis","Weak rush","Upper"
"10250_14_15_24_25_26","C","PIED","Pinus edulis","Twoneedle pinyon","Upper"
"10250_14_15_24_25_26","C","QUAR","Quercus arizonica","Arizona white oak","Upper"
"10250_14_15_24_25_26","C","QUEM","Quercus emoryi","Emory oak","Upper"
"10260_15","A","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10260_15","A","ABCO","Abies concolor","White fir","All"
"10260_15","A","QUHY","Quercus hypoleucoides","Silverleaf oak","All"
"10260_15","A","QURU4","Quercus rugosa","Netleaf oak","All"
"10260_15","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10260_15","B","ABCO","Abies concolor","White fir","Upper"
"10260_15","B","QUHY","Quercus hypoleucoides","Silverleaf oak","Upper"
"10260_15","B","QURU4","Quercus rugosa","Netleaf oak","Upper"
"10260_15","C","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10260_15","C","ABCO","Abies concolor","White fir","Upper"
"10260_15","C","QUHY","Quercus hypoleucoides","Silverleaf oak","Upper"
"10260_15","C","QURU4","Quercus rugosa","Netleaf oak","Upper"
"10260_15","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10260_15","D","ABCO","Abies concolor","White fir","Upper"
"10260_15","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10260_15","E","ABCO","Abies concolor","White fir","Upper"
"10270_2_3_7","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10270_2_3_7","A","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10270_2_3_7","A","PILA","Pinus lambertiana","Sugar pine","Upper"
"10270_2_3_7","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10270_2_3_7","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10270_2_3_7","B","CADE27","Calocedrus decurrens","Incense cedar","Upper"
"10270_2_3_7","B","QUKE","Quercus kelloggii","California black oak","Middle"
"10270_2_3_7","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10270_2_3_7","C","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10270_2_3_7","C","CADE27","Calocedrus decurrens","Incense cedar","Upper"
"10270_2_3_7","C","QUKE","Quercus kelloggii","California black oak","Middle"
"10270_2_3_7","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10270_2_3_7","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10270_2_3_7","D","CADE27","Calocedrus decurrens","Incense cedar","Upper"
"10270_2_3_7","D","QUKE","Quercus kelloggii","California black oak","Middle"
"10270_2_3_7","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10270_2_3_7","E","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10270_2_3_7","E","CADE27","Calocedrus decurrens","Incense cedar","Upper"
"10270_4_5_6","A","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10270_4_5_6","A","PILA","Pinus lambertiana","Sugar pine","Upper"
"10270_4_5_6","A","QUKE","Quercus kelloggii","California black oak","Mid-Upper"
"10270_4_5_6","A","ARPA6","Arctostaphylos patula","Greenleaf manzanita","Mid-Upper"
"10270_4_5_6","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10270_4_5_6","B","PILA","Pinus lambertiana","Sugar pine","Upper"
"10270_4_5_6","B","CADE27","Calocedrus decurrens","Incense cedar","Mid-Upper"
"10270_4_5_6","B","ABCO","Abies concolor","White fir","Low-Mid"
"10270_4_5_6","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10270_4_5_6","C","PILA","Pinus lambertiana","Sugar pine","Upper"
"10270_4_5_6","C","CADE27","Calocedrus decurrens","Incense cedar","Mid-Upper"
"10270_4_5_6","C","QUKE","Quercus kelloggii","California black oak","Mid-Upper"
"10270_4_5_6","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10270_4_5_6","D","PILA","Pinus lambertiana","Sugar pine","Upper"
"10270_4_5_6","D","CADE27","Calocedrus decurrens","Incense cedar","Mid-Upper"
"10270_4_5_6","D","QUKE","Quercus kelloggii","California black oak","Mid-Upper"
"10270_4_5_6","E","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10270_4_5_6","E","PILA","Pinus lambertiana","Sugar pine","Upper"
"10270_4_5_6","E","ABCO","Abies concolor","White fir","Mid-Upper"
"10270_4_5_6","E","CADE27","Calocedrus decurrens","Incense cedar","Mid-Upper"
"10280_2_3","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10280_2_3","A","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10280_2_3","A","PILA","Pinus lambertiana","Sugar pine","Upper"
"10280_2_3","A","ABCO","Abies concolor","White fir","Upper"
"10280_2_3","B","ABCO","Abies concolor","White fir","None"
"10280_2_3","B","PIPO","Pinus ponderosa","Ponderosa pine","None"
"10280_2_3","B","PSME","Pseudotsuga menziesii","Douglas-fir","None"
"10280_2_3","B","PILA","Pinus lambertiana","Sugar pine","None"
"10280_2_3","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10280_2_3","C","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10280_2_3","C","PILA","Pinus lambertiana","Sugar pine","Upper"
"10280_2_3","C","ABCO","Abies concolor","White fir","Middle"
"10280_2_3","D","ABCO","Abies concolor","White fir","None"
"10280_2_3","D","PIPO","Pinus ponderosa","Ponderosa pine","None"
"10280_2_3","D","PILA","Pinus lambertiana","Sugar pine","None"
"10280_2_3","D","PSME","Pseudotsuga menziesii","Douglas-fir","None"
"10280_2_3","E","ABCO","Abies concolor","White fir","None"
"10280_2_3","E","PSME","Pseudotsuga menziesii","Douglas-fir","None"
"10280_2_3","E","PIPO","Pinus ponderosa","Ponderosa pine","None"
"10280_2_3","E","PILA","Pinus lambertiana","Sugar pine","None"
"10280_4_6_7_12","A","ABCO","Abies concolor","White fir","Upper"
"10280_4_6_7_12","A","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10280_4_6_7_12","A","PILA","Pinus lambertiana","Sugar pine","Upper"
"10280_4_6_7_12","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10280_4_6_7_12","B","ABCO","Abies concolor","White fir","Upper"
"10280_4_6_7_12","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10280_4_6_7_12","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10280_4_6_7_12","B","PILA","Pinus lambertiana","Sugar pine","Upper"
"10280_4_6_7_12","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10280_4_6_7_12","C","ABCO","Abies concolor","White fir","Upper"
"10280_4_6_7_12","C","PILA","Pinus lambertiana","Sugar pine","Upper"
"10280_4_6_7_12","C","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10280_4_6_7_12","D","ABCO","Abies concolor","White fir","Mid-Upper"
"10280_4_6_7_12","D","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10280_4_6_7_12","D","PILA","Pinus lambertiana","Sugar pine","Upper"
"10280_4_6_7_12","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10280_4_6_7_12","E","ABCO","Abies concolor","White fir","Mid-Upper"
"10280_4_6_7_12","E","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10280_4_6_7_12","E","PILA","Pinus lambertiana","Sugar pine","Upper"
"10280_4_6_7_12","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10290_2_3_4_5_6_7_12","A","QUERC","Quercus","Oak","All"
"10290_2_3_4_5_6_7_12","A","CECU","Ceanothus cuneatus","Buckbrush","Lower"
"10290_2_3_4_5_6_7_12","A","TODI","Toxicodendron diversilobum","Pacific poison oak","Lower"
"10290_2_3_4_5_6_7_12","A","FEIDR2","Festuca roemeri","Roemer’s fescue","Lower"
"10290_2_3_4_5_6_7_12","B","QUERC","Quercus","Oak","All"
"10290_2_3_4_5_6_7_12","B","CECU","Ceanothus cuneatus","Buckbrush","Lower"
"10290_2_3_4_5_6_7_12","B","TODI","Toxicodendron diversilobum","Pacific poison oak","Lower"
"10290_2_3_4_5_6_7_12","B","FEIDR2","Festuca roemeri","Roemer’s fescue","Lower"
"10290_2_3_4_5_6_7_12","C","QUERC","Quercus","Oak","All"
"10290_2_3_4_5_6_7_12","C","FEIDR2","Festuca roemeri","Roemer’s fescue","Lower"
"10290_2_3_4_5_6_7_12","C","PIPO","Pinus ponderosa","Ponderosa pine","All"
"10290_2_3_4_5_6_7_12","C","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10290_2_3_4_5_6_7_12","D","QUERC","Quercus","Oak","All"
"10290_2_3_4_5_6_7_12","D","FEIDR2","Festuca roemeri","Roemer’s fescue","Lower"
"10290_2_3_4_5_6_7_12","D","PIPO","Pinus ponderosa","Ponderosa pine","All"
"10290_2_3_4_5_6_7_12","D","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10290_2_3_4_5_6_7_12","E","QUERC","Quercus","Oak","All"
"10290_2_3_4_5_6_7_12","E","TODI","Toxicodendron diversilobum","Pacific poison oak","Lower"
"10290_2_3_4_5_6_7_12","E","PIPO","Pinus ponderosa","Ponderosa pine","All"
"10290_2_3_4_5_6_7_12","E","PSME","Pseudotsuga menziesii","Douglas-fir","All"
"10300_2_3_4_5_6_7","A","QUERC","Quercus","Oak","Upper"
"10300_2_3_4_5_6_7","A","TODI","Toxicodendron diversilobum","Pacific poison oak","Middle"
"10300_2_3_4_5_6_7","A","FECA","Festuca Californica","California fescue","Lower"
"10300_2_3_4_5_6_7","A","FEID","Festuca idahoensis","Idaho fescue","Lower"
"10300_2_3_4_5_6_7","B","QUERC","Quercus","Oak","Upper"
"10300_2_3_4_5_6_7","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10300_2_3_4_5_6_7","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"10300_2_3_4_5_6_7","C","QUERC","Quercus","Oak","Upper"
"10300_2_3_4_5_6_7","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"10300_2_3_4_5_6_7","C","TODI","Toxicodendron diversilobum","Pacific poison oak","Middle"
"10310_2_3_4_5_6_12","A","PIJE","Pinus jeffreyi","Jeffrey pine","All"
"10310_2_3_4_5_6_12","A","ARPA6","Arctostaphylos patula","Greenleaf manzanita","Middle"
"10310_2_3_4_5_6_12","A","PUTR2","Purshia tridentata","Antelope bitterbrush","Middle"
"10310_2_3_4_5_6_12","B","PIJE","Pinus jeffreyi","Jeffrey pine","Mid-Upper"
"10310_2_3_4_5_6_12","B","ABCO","Abies concolor","White fir","All"
"10310_2_3_4_5_6_12","C","PIJE","Pinus jeffreyi","Jeffrey pine","All"
"10310_2_3_4_5_6_12","C","ARPA6","Arctostaphylos patula","Greenleaf manzanita","Low-Mid"
"10310_2_3_4_5_6_12","C","PUTR2","Purshia tridentata","Antelope bitterbrush","Low-Mid"
"10310_2_3_4_5_6_12","D","PIJE","Pinus jeffreyi","Jeffrey pine","Upper"
"10310_2_3_4_5_6_12","E","PIJE","Pinus jeffreyi","Jeffrey pine","Mid-Upper"
"10310_2_3_4_5_6_12","E","ABCO","Abies concolor","White fir","All"
"10310_7","A","ARPA6","Arctostaphylos patula","Greenleaf manzanita","Upper"
"10310_7","A","CEVE","Ceanothus velutinus","Snowbrush ceanothus","Upper"
"10310_7","A","PIJE","Pinus jeffreyi","Jeffrey pine","Mid-Upper"
"10310_7","A","PIPO","Pinus ponderosa","Ponderosa pine","Mid-Upper"
