Value,Count,apps_mzs_rast,LC20_BPS_220,LC24_SCla_250,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,LABEL
600,35938.000000000000000,63,1907,120,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,Developed
601,99758.000000000000000,63,1907,180,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,Agriculture
602,37272.000000000000000,63,1907,6,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,UN
603,25001.000000000000000,63,1890,132,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,2021,-9999,-9999,2021,Barren or Sparse
604,17563.000000000000000,63,1896,132,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,-9999,531,Barren or Sparse
605,785584.000000000000000,63,1901,180,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,Agriculture
606,295771.000000000000000,63,1901,1,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,A
607,1542227.000000000000000,63,1901,2,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,B
608,1066884.000000000000000,63,1901,3,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,C
609,11287.000000000000000,63,1897,2,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,B
610,5108.000000000000000,63,1897,3,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,C
611,4739.000000000000000,63,1897,180,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,Agriculture
612,3246.000000000000000,63,1897,7,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,UE
613,1411.000000000000000,63,1897,120,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,Developed
614,18980.000000000000000,63,1896,4,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,-9999,531,D
615,79740.000000000000000,63,1900,2,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,B
616,428068.000000000000000,63,1901,120,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,Developed
617,5160.000000000000000,63,1896,1,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,-9999,531,A
618,616.000000000000000,63,1904,1,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,A
619,91336.000000000000000,64,1949,4,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,-9999,531,D
620,537.000000000000000,63,1907,3,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,C
621,5794.000000000000000,63,1904,132,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,Barren or Sparse
622,88632.000000000000000,63,1908,7,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,UE
623,97497.000000000000000,63,1908,2,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,B
624,162607.000000000000000,63,1908,180,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Agriculture
625,1715.000000000000000,63,1908,1,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,A
626,11204.000000000000000,63,1895,132,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,Barren or Sparse
627,240.000000000000000,63,1907,132,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,Barren or Sparse
628,2555.000000000000000,63,1901,132,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,Barren or Sparse
629,24205.000000000000000,63,1908,6,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,UN
630,62369.000000000000000,63,1908,120,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Developed
631,417.000000000000000,63,1900,132,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,Barren or Sparse
632,10.000000000000000,63,1900,5,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,E
633,847.000000000000000,63,1897,1,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,A
634,214727.000000000000000,64,1944,3,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,C
635,23497.000000000000000,64,1956,5,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,603,392,120,80,E
636,415.000000000000000,64,1964,4,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,D
637,9786.000000000000000,63,1894,1,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,A
638,6680.000000000000000,63,1894,3,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,C
639,362340.000000000000000,64,1944,7,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,UE
640,1196155.000000000000000,64,1944,120,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,Developed
641,329406.000000000000000,64,1944,180,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,Agriculture
642,3754.000000000000000,64,1961,180,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,Agriculture
643,658.000000000000000,64,1961,7,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,UE
644,3803.000000000000000,64,1961,3,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,C
645,39.000000000000000,64,1960,1,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,A
646,8099.000000000000000,65,1922,132,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,48,44,4,4,Barren or Sparse
647,760.000000000000000,64,1961,120,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,Developed
648,13.000000000000000,65,1940,1,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,A
649,33804.000000000000000,65,1921,180,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,Agriculture
650,730.000000000000000,65,1921,132,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,Barren or Sparse
651,131078.000000000000000,65,1921,7,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,UE
652,118.000000000000000,65,1941,3,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,C
653,3.000000000000000,65,1934,5,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,-9999,198,165,E
654,247.000000000000000,65,1931,4,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,D
655,209.000000000000000,65,1939,1,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,508,-9999,-9999,508,A
656,300.000000000000000,65,1938,6,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,UN
657,54607.000000000000000,65,1923,7,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,UE
658,318750.000000000000000,65,1923,120,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,Developed
659,990.000000000000000,65,1938,132,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,Barren or Sparse
660,5526.000000000000000,65,1923,2,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,B
661,34893.000000000000000,65,1923,3,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,C
662,55201.000000000000000,65,1923,6,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,UN
663,201977.000000000000000,65,1923,5,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,E
664,79056.000000000000000,65,1923,4,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,D
665,28.000000000000000,65,1931,132,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,Barren or Sparse
666,13751.000000000000000,65,1923,180,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,Agriculture
667,3127.000000000000000,65,1923,1,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,A
668,1619.000000000000000,65,1932,2,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,Grassland,10,17,-9999,6,B
669,1068.000000000000000,65,1923,132,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,Barren or Sparse
670,1977.000000000000000,65,1921,1,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,A
671,1693.000000000000000,65,1922,1,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,48,44,4,4,A
672,192.000000000000000,65,1939,132,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,508,-9999,-9999,508,Barren or Sparse
673,5745.000000000000000,63,1898,120,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,Developed
674,5415.000000000000000,63,1898,7,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,UE
675,348.000000000000000,63,1906,132,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,Barren or Sparse
676,54282.000000000000000,63,1893,120,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,Developed
677,25075.000000000000000,63,1893,7,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,UE
678,53509.000000000000000,63,1893,180,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,Agriculture
679,25.000000000000000,63,1903,132,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,Barren or Sparse
680,36392.000000000000000,63,1893,2,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,B
681,890.000000000000000,63,1893,1,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,A
682,2776.000000000000000,63,1893,3,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,C
683,26148.000000000000000,63,1898,3,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,C
684,6607.000000000000000,63,1898,180,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,Agriculture
685,2240.000000000000000,63,1898,4,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,D
686,14102.000000000000000,63,1898,6,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,UN
687,62151.000000000000000,63,1905,180,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,Agriculture
688,13710.000000000000000,63,1905,120,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,Developed
689,37101.000000000000000,63,1905,7,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,UE
690,23526.000000000000000,63,1905,4,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,D
691,10532.000000000000000,63,1905,2,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,B
692,8958.000000000000000,63,1905,1,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,A
693,35600.000000000000000,63,1905,3,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,C
694,505355.000000000000000,63,1902,3,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,C
695,498551.000000000000000,63,1902,180,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,Agriculture
696,319984.000000000000000,63,1902,7,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,UE
697,277552.000000000000000,63,1902,120,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,Developed
698,416080.000000000000000,63,1902,6,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,UN
699,169334.000000000000000,63,1902,2,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,B
700,3109.000000000000000,63,1901,5,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,E
701,50.000000000000000,63,1901,4,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,D
702,52.000000000000000,63,1905,132,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,Barren or Sparse
703,11.000000000000000,63,1897,6,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,UN
704,3.000000000000000,63,1900,4,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,D
705,27.000000000000000,63,1908,3,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,C
706,417.000000000000000,63,1908,132,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Barren or Sparse
707,1036.000000000000000,63,1898,2,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,B
708,1247.000000000000000,63,1895,4,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,D
709,1223.000000000000000,63,1894,132,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,Barren or Sparse
710,3355.000000000000000,63,1895,5,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,E
711,144.000000000000000,63,1902,1,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,A
712,1435.000000000000000,63,1902,132,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,Barren or Sparse
713,3030.000000000000000,64,1944,1,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,A
714,277.000000000000000,64,1944,6,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,UN
715,317.000000000000000,64,1944,2,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,B
716,3181.000000000000000,64,1944,132,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,Barren or Sparse
717,148.000000000000000,65,1921,2,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,B
718,14.000000000000000,65,1921,6,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,UN
719,73.000000000000000,65,1933,4,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,603,392,120,80,D
720,9015853.000000000000000,62,11,111,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water
721,1.000000000000000,63,1907,1,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,A
722,115.000000000000000,63,1892,180,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,Agriculture
723,1119.000000000000000,63,1892,7,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,UE
724,8354.000000000000000,63,1892,2,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,B
725,3495.000000000000000,63,1892,6,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,UN
726,516.000000000000000,63,1892,120,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,Developed
727,121.000000000000000,63,1892,1,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,A
728,4.000000000000000,63,1893,4,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,D
729,47.000000000000000,63,1898,132,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,Barren or Sparse
730,50980.000000000000000,63,1891,120,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,Developed
731,69974.000000000000000,63,1891,7,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,UE
732,2573.000000000000000,63,1899,120,14000_63,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1421,4,Developed
733,171149.000000000000000,63,1891,4,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,D
734,155303.000000000000000,63,1891,5,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,E
735,27752.000000000000000,63,1891,3,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,C
736,3436.000000000000000,63,1899,7,14000_63,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1421,4,UE
737,10668.000000000000000,63,1899,180,14000_63,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1421,4,Agriculture
738,19.000000000000000,63,1899,3,14000_63,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1421,4,C
739,280.000000000000000,63,1893,132,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,Barren or Sparse
740,139375.000000000000000,63,1891,180,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,Agriculture
741,3412.000000000000000,63,1902,4,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,D
742,451.000000000000000,64,1961,1,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,A
743,211.000000000000000,64,1961,2,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,B
744,56.000000000000000,64,1961,6,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,UN
745,4192288.000000000000000,52,11,111,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water
746,5526963.000000000000000,52,1967,120,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,Developed
747,58387.000000000000000,52,1975,120,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,Developed
748,106028.000000000000000,52,1975,7,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,UE
749,3657535.000000000000000,52,1967,7,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,UE
750,50068.000000000000000,52,1975,6,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,UN
751,55536.000000000000000,52,1967,4,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,D
752,2855155.000000000000000,52,1965,7,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,UE
753,17748.000000000000000,52,1967,2,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,B
754,1804349.000000000000000,52,1967,3,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,C
755,2100785.000000000000000,52,1965,4,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,D
756,4427.000000000000000,52,1975,3,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,C
757,20041.000000000000000,52,1975,2,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,B
758,66321.000000000000000,52,1975,180,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,Agriculture
759,26745.000000000000000,52,1967,6,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,UN
760,456155.000000000000000,52,1974,7,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,UE
761,3539512.000000000000000,52,1974,180,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,Agriculture
762,152893.000000000000000,52,1977,7,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,UE
763,67114.000000000000000,52,1970,7,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,-9999,-9999,24,UE
764,33674523.000000000000000,52,1967,180,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,Agriculture
765,472110.000000000000000,52,1974,120,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,Developed
766,785877.000000000000000,52,1977,180,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Agriculture
767,84934.000000000000000,52,1970,3,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,-9999,-9999,24,C
768,171578.000000000000000,52,1970,180,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,-9999,-9999,24,Agriculture
769,1641.000000000000000,52,1967,1,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,A
770,118426.000000000000000,52,1976,7,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,UE
771,138919.000000000000000,52,1977,120,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Developed
772,702.000000000000000,52,1970,2,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,-9999,-9999,24,B
773,372192.000000000000000,52,1976,4,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,D
774,165897.000000000000000,52,1976,180,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,Agriculture
775,5254.000000000000000,52,1974,2,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,B
776,29381.000000000000000,52,1974,6,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,UN
777,53156.000000000000000,52,1976,120,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,Developed
778,19502.000000000000000,52,1977,6,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,UN
779,421384.000000000000000,52,1974,3,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,C
780,738.000000000000000,52,1975,1,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,A
781,294450.000000000000000,52,1977,2,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,B
782,60598.000000000000000,52,1976,6,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,UN
783,2320.000000000000000,52,1970,1,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,-9999,-9999,24,A
784,162748.000000000000000,52,1973,6,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,426,68,59,UN
785,408696.000000000000000,52,1973,120,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,426,68,59,Developed
786,674192.000000000000000,52,1973,7,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,426,68,59,UE
787,15078515.000000000000000,52,1965,180,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,Agriculture
788,2075181.000000000000000,52,1973,180,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,426,68,59,Agriculture
789,718320.000000000000000,52,1973,3,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,426,68,59,C
790,19843.000000000000000,52,1975,132,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,Barren or Sparse
791,7134.000000000000000,52,1974,1,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,A
