Value,Count,apps_mzs_rast,LC20_BPS_220,LC24_SCla_250,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,LABEL
1974,2621.000000000000000,57,1821,7,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,UE
1975,952.000000000000000,57,1821,180,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,Agriculture
1976,4870.000000000000000,57,1814,1,13090_53_57,Southern Appalachian Northern Hardwood Forest,Hardwood,681,665,341,169,A
1977,10378.000000000000000,57,1821,4,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,D
1978,1496.000000000000000,57,1821,3,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,C
1979,1551.000000000000000,57,1821,2,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,B
1980,2130.000000000000000,57,1821,1,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,A
1981,903.000000000000000,57,1826,120,14140_57,Southern Appalachian Grass and Shrub Bald,Grassland,280,341,-9999,154,Developed
1982,2961.000000000000000,57,1821,120,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,Developed
1983,2.000000000000000,57,1821,132,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,-9999,536,Barren or Sparse
1984,277.000000000000000,57,1823,132,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,Barren or Sparse
1985,11.000000000000000,57,1826,3,14140_57,Southern Appalachian Grass and Shrub Bald,Grassland,280,341,-9999,154,C
1986,1.000000000000000,59,1809,2,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,B
1987,6.000000000000000,59,31,132,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Barren or Sparse
1988,13079.000000000000000,57,1816,180,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,Agriculture
1989,163269.000000000000000,57,1816,2,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,B
1990,35593.000000000000000,57,1816,3,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,C
1991,5.000000000000000,59,1804,132,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,Barren or Sparse
1992,652.000000000000000,59,1807,132,13420_59,Piedmont Hardpan Woodland and Forest,Hardwood,308,333,5,5,Barren or Sparse
1993,2413.000000000000000,59,1808,1,13510_48_54_59,Southeastern Interior Longleaf Pine Woodland,Conifer,552,299,3,3,A
1994,59.000000000000000,47,2075,132,13270_45_46_47,East Gulf Coastal Plain Northern Loess Bluff Forest,Hardwood,394,356,152,84,Barren or Sparse
1995,1973.000000000000000,47,2069,3,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,C
1996,46.000000000000000,47,2069,2,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,B
1997,1724.000000000000000,47,2069,132,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,Barren or Sparse
1998,6363968.000000000000000,48,2114,180,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,Agriculture
1999,195099.000000000000000,48,2116,180,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,Agriculture
2000,6644019.000000000000000,48,2092,180,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,Agriculture
2001,3003.000000000000000,48,2100,3,13250_46_47_48,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Hardwood,404,159,52,36,C
2002,7136.000000000000000,48,2100,180,13250_46_47_48,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Hardwood,404,159,52,36,Agriculture
2003,4658.000000000000000,48,2100,2,13250_46_47_48,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Hardwood,404,159,52,36,B
2004,11363.000000000000000,48,2100,7,13250_46_47_48,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Hardwood,404,159,52,36,UE
2005,2683512.000000000000000,48,2114,7,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,UE
2006,4282690.000000000000000,48,2114,2,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,B
2007,64787.000000000000000,48,2116,7,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,UE
2008,941323.000000000000000,48,2099,7,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,UE
2009,821387.000000000000000,48,2099,180,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,Agriculture
2010,592984.000000000000000,48,2099,120,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,Developed
2011,2331916.000000000000000,48,2114,120,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,Developed
2012,124073.000000000000000,48,2116,3,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,C
2013,2314230.000000000000000,48,2114,3,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,C
2014,2133997.000000000000000,48,11,111,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water
2015,2822743.000000000000000,48,2092,120,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,Developed
2016,211724.000000000000000,48,2114,1,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,A
2017,5805.000000000000000,48,2100,120,13250_46_47_48,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Hardwood,404,159,52,36,Developed
2018,25989.000000000000000,48,2099,6,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,UN
2019,3100399.000000000000000,48,2099,2,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,B
2020,19236.000000000000000,48,2112,180,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,Agriculture
2021,87.000000000000000,48,2100,1,13250_46_47_48,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Hardwood,404,159,52,36,A
2022,349048.000000000000000,48,2107,180,13970_48,Nashville Basin Limestone Glade and Woodland,Savanna,40,13,5,3,Agriculture
2023,6909871.000000000000000,48,2092,3,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,C
2024,2127784.000000000000000,48,2092,7,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,UE
2025,2401.000000000000000,48,2116,6,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,UN
2026,67480.000000000000000,48,2116,120,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,Developed
2027,8413.000000000000000,48,2112,120,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,Developed
2028,22076.000000000000000,48,2092,1,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,A
2029,1391.000000000000000,48,2114,4,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,D
2030,65.000000000000000,48,2100,5,13250_46_47_48,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Hardwood,404,159,52,36,E
2031,181411.000000000000000,48,2107,7,13970_48,Nashville Basin Limestone Glade and Woodland,Savanna,40,13,5,3,UE
2032,392896.000000000000000,48,2107,5,13970_48,Nashville Basin Limestone Glade and Woodland,Savanna,40,13,5,3,E
2033,15883.000000000000000,48,2099,1,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,A
2034,299481.000000000000000,48,2107,120,13970_48,Nashville Basin Limestone Glade and Woodland,Savanna,40,13,5,3,Developed
2035,6272.000000000000000,48,2112,7,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,UE
2036,1470.000000000000000,48,2107,1,13970_48,Nashville Basin Limestone Glade and Woodland,Savanna,40,13,5,3,A
2037,21333.000000000000000,48,2112,5,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,E
2038,42104.000000000000000,48,2094,4,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,D
2039,74771.000000000000000,48,2094,180,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,Agriculture
2040,4015.000000000000000,48,2112,4,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,D
2041,21283.000000000000000,48,2094,120,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,Developed
2042,67726.000000000000000,48,2094,7,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,UE
2043,97527.000000000000000,48,2094,5,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,E
2044,282.000000000000000,48,2112,1,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,A
2045,247064.000000000000000,48,2103,120,13510_48_54_59,Southeastern Interior Longleaf Pine Woodland,Conifer,552,299,3,3,Developed
2046,181707.000000000000000,48,2114,5,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,E
2047,444240.000000000000000,48,2099,3,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,C
2048,519778.000000000000000,48,2103,7,13510_48_54_59,Southeastern Interior Longleaf Pine Woodland,Conifer,552,299,3,3,UE
2049,5360.000000000000000,48,2092,132,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,Barren or Sparse
2050,7991.000000000000000,48,2114,132,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,Barren or Sparse
2051,21167.000000000000000,48,2113,120,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,Developed
2052,1854.000000000000000,48,2116,2,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,B
2053,2866568.000000000000000,48,2106,7,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,UE
2054,4424425.000000000000000,48,2106,5,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,E
2055,398215.000000000000000,48,2103,2,13510_48_54_59,Southeastern Interior Longleaf Pine Woodland,Conifer,552,299,3,3,B
2056,2370500.000000000000000,48,2106,120,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,Developed
2057,53566.000000000000000,48,2092,5,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,E
2058,6461817.000000000000000,48,2096,4,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,D
2059,1868253.000000000000000,48,2096,120,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,Developed
2060,4076159.000000000000000,48,2096,5,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,E
2061,3433462.000000000000000,48,2096,7,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,UE
2062,1723469.000000000000000,48,2106,6,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,UN
2063,1268087.000000000000000,48,2096,3,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,C
2064,3058130.000000000000000,48,2096,180,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,Agriculture
2065,156467.000000000000000,48,2103,180,13510_48_54_59,Southeastern Interior Longleaf Pine Woodland,Conifer,552,299,3,3,Agriculture
2066,1302.000000000000000,48,2092,2,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,B
2067,2944707.000000000000000,48,2106,180,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,Agriculture
2068,63790.000000000000000,48,2113,180,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,Agriculture
2069,33664.000000000000000,48,2113,3,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,C
2070,5541.000000000000000,48,2113,6,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,UN
2071,454519.000000000000000,48,2104,180,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,Agriculture
2072,23012.000000000000000,48,2115,180,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,Agriculture
2073,42539.000000000000000,48,2115,3,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,C
2074,82476.000000000000000,48,2115,2,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,B
2075,32192.000000000000000,48,2115,7,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,UE
2076,10005.000000000000000,48,2115,120,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,Developed
2077,516.000000000000000,48,2113,1,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,A
2078,25647.000000000000000,48,2113,7,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,UE
2079,2663.000000000000000,48,2115,1,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,A
2080,168348.000000000000000,48,2106,4,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,D
2081,5997.000000000000000,48,2103,1,13510_48_54_59,Southeastern Interior Longleaf Pine Woodland,Conifer,552,299,3,3,A
2082,4493.000000000000000,48,2113,2,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,B
2083,44436.000000000000000,48,2106,3,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,C
2084,503097.000000000000000,48,2104,7,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,UE
2085,904.000000000000000,48,2094,3,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,C
2086,396.000000000000000,48,2094,1,13070_46_47_48,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,Hardwood,388,89,9,8,A
2087,15554.000000000000000,48,2106,2,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,B
2088,45.000000000000000,48,2107,4,13970_48,Nashville Basin Limestone Glade and Woodland,Savanna,40,13,5,3,D
2089,305.000000000000000,48,31,132,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Barren or Sparse
2090,187401.000000000000000,48,2104,4,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,D
2091,373.000000000000000,48,2092,4,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,D
2092,1209.000000000000000,48,2093,120,13060_47_48,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Hardwood,386,87,9,8,Developed
2093,388803.000000000000000,48,2104,5,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,E
2094,372892.000000000000000,48,2104,120,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,Developed
2095,26.000000000000000,48,2112,2,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,B
2096,171.000000000000000,48,2116,132,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,Barren or Sparse
2097,225.000000000000000,48,2107,2,13970_48,Nashville Basin Limestone Glade and Woodland,Savanna,40,13,5,3,B
2098,18.000000000000000,48,2107,3,13970_48,Nashville Basin Limestone Glade and Woodland,Savanna,40,13,5,3,C
2099,1682.000000000000000,48,2107,132,13970_48,Nashville Basin Limestone Glade and Woodland,Savanna,40,13,5,3,Barren or Sparse
2100,33488.000000000000000,48,2095,180,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,Agriculture
2101,34515.000000000000000,48,2095,7,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,UE
2102,15477.000000000000000,48,2095,120,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,Developed
2103,102931.000000000000000,48,2095,5,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,E
2104,1377.000000000000000,48,2099,4,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,D
2105,61105.000000000000000,48,2111,120,14170_48,Eastern Highland Rim Prairie and Barrens,Grassland,18,34,12,6,Developed
2106,82289.000000000000000,48,2111,6,14170_48,Eastern Highland Rim Prairie and Barrens,Grassland,18,34,12,6,UN
2107,155686.000000000000000,48,2111,180,14170_48,Eastern Highland Rim Prairie and Barrens,Grassland,18,34,12,6,Agriculture
2108,45564.000000000000000,48,2111,7,14170_48,Eastern Highland Rim Prairie and Barrens,Grassland,18,34,12,6,UE
2109,4000.000000000000000,48,2099,132,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,Barren or Sparse
2110,7710.000000000000000,48,2106,132,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,Barren or Sparse
2111,759.000000000000000,48,2113,4,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,D
2112,26013.000000000000000,48,2096,132,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,Barren or Sparse
